timestamp,signal_quality,attention,meditation,delta,theta,alpha,beta,gamma,raw_data
2025-10-26 17:42:22.208,200,0,0,1574887,10355191,25100554,12582967,6422560,AA AA 20 02 C8 83 18 07 E7 9E 01 F7 CF 00 E2 B0 00 28 4D 00 22 73 00 15 0D 00 07 55 00 19 E7 04 00 05 00 24
2025-10-26 17:42:23.199,200,0,0,1573117,12451919,31785005,21102614,17694732,AA AA 20 02 C8 83 18 00 FD BE 00 4F F0 00 1B F5 00 12 88 00 12 BA 00 04 FF 00 09 0F 00 03 08 04 00 05 00 FB
2025-10-26 17:42:24.191,200,0,0,1574127,5439773,14352579,5832829,10092578,AA AA 20 02 C8 83 18 04 EF 53 01 1D B1 00 B3 2A 00 10 2A 00 63 2F 00 1A 19 00 17 81 00 0B 36 04 00 05 00 C7
2025-10-26 17:42:25.179,200,0,0,1573278,9830649,19726392,21299383,16056347,AA AA 20 02 C8 83 18 01 9E 96 00 F9 42 00 1A EB 00 1E 80 00 7E C5 00 39 17 00 11 DE 00 0A 59 04 00 05 00 99
2025-10-26 17:42:26.170,200,0,0,1574207,8847507,21889168,20775034,18939942,AA AA 20 02 C8 83 18 05 3F 87 00 93 C3 00 46 8B 00 4A 42 00 50 FB 00 2A 7E 00 17 A3 00 0F CB 04 00 05 00 8C
2025-10-26 17:42:27.205,200,0,0,1572935,10485834,15532386,14418041,15859732,AA AA 20 02 C8 83 18 00 47 A0 00 4A 38 00 A7 B5 00 BB 99 00 3D 43 00 3C 3F 00 10 B3 00 04 F2 04 00 05 00 C4
2025-10-26 17:42:28.194,200,0,0,1573153,14745759,19005788,13893755,23986207,AA AA 20 02 C8 83 18 01 21 E1 00 9F 35 00 4B ED 01 11 A0 00 52 34 00 29 B4 00 18 BA 00 07 19 04 00 05 00 7B
2025-10-26 17:42:29.186,200,0,0,1573563,3014928,14090509,25034841,14483492,AA AA 20 02 C8 83 18 02 BB 2E 01 10 60 00 A9 77 00 64 F7 00 2F 87 00 2A 2F 00 11 AE 00 13 54 04 00 05 00 85
2025-10-26 17:42:30.174,200,0,0,1580389,11796742,6684927,20316314,25559079,AA AA 20 02 C8 83 18 1D 65 B4 01 06 0E 00 DB 58 00 24 4F 00 49 E7 00 51 CA 00 1F BC 00 08 11 04 00 05 00 61
2025-10-26 17:42:31.165,200,0,0,1572919,12648672,8389008,8650861,15794222,AA AA 20 02 C8 83 18 00 37 C1 00 E0 57 00 EF 29 00 A1 22 00 29 62 00 44 39 00 21 B8 00 0D 8C 04 00 05 00 0D
2025-10-26 17:42:32.154,200,0,0,1574256,12058724,13566021,18022507,14024728,AA AA 20 02 C8 83 18 05 70 B8 00 64 6B 00 30 64 00 15 DD 00 34 36 00 37 1A 00 11 BC 00 07 DA 04 00 05 00 A6
2025-10-26 17:42:33.176,200,0,0,1573389,15532539,14156380,24510537,23789619,AA AA 20 02 C8 83 18 02 0D ED 01 FB D2 01 80 06 00 DC A1 00 17 D5 00 32 AC 00 25 BF 00 0E 7A 04 00 05 00 8D
2025-10-26 17:42:34.180,200,0,0,1573075,8126794,16646344,25952361,20774947,AA AA 20 02 C8 83 18 00 D3 7C 01 4A 53 00 93 AB 00 35 C9 00 46 C3 00 23 4D 00 15 F0 00 0E 76 04 00 05 00 66
2025-10-26 17:42:35.169,200,0,0,1575348,14090496,25166095,16253016,10092558,AA AA 20 02 C8 83 18 09 B4 D7 01 00 C4 00 CF BC 00 40 11 00 35 E7 00 23 42 00 06 58 00 08 1E 04 00 05 00 57
2025-10-26 17:42:36.159,200,0,0,1573369,9437549,10682467,14549225,18350106,AA AA 20 02 C8 83 18 01 F9 90 01 6D 16 00 12 8D 00 51 6E 00 B4 70 00 35 AC 00 13 6C 00 07 F2 04 00 05 00 A8
2025-10-26 17:42:37.148,200,0,0,1573441,9502916,22020187,26542224,19660832,AA AA 20 02 C8 83 18 02 41 91 00 C4 77 00 2F D9 00 2C D3 00 37 C2 00 59 7D 00 16 AF 00 0A F3 04 00 05 00 EA
2025-10-26 17:42:38.124,29,0,0,1575477,3606050,5309959,12189935,19005564,AA AA 20 02 1D 83 18 0A 35 37 06 22 49 03 32 08 02 D5 4A 00 AB 70 00 44 71 00 25 B1 00 57 0B 04 00 05 00 EF
2025-10-26 17:42:39.113,29,0,0,1573601,15401071,22610115,15269963,25755679,AA AA 20 02 1D 83 18 02 E1 EB 00 6F 63 00 17 F6 00 AC 4F 00 0E 9A 00 3D 94 00 14 F5 00 0B 3F 04 00 05 00 C8
2025-10-26 17:42:40.119,29,0,0,1573377,13434925,10682426,9240615,5373958,AA AA 20 02 1D 83 18 02 01 CD 00 2D 96 00 12 0D 00 28 52 00 1D 3B 00 0A 15 00 03 3D 00 03 6F 04 00 05 00 E7
2025-10-26 17:42:41.154,29,0,0,1573527,3866822,20513207,3473474,14286872,AA AA 20 02 1D 83 18 02 97 3B 00 C6 86 00 EF B3 00 C8 33 00 2C 02 00 16 52 00 0D 88 00 0B 1B 04 00 05 00 2E
2025-10-26 17:42:42.147,29,0,0,1572939,14746056,1835078,12386350,26869778,AA AA 20 02 1D 83 18 00 4B E1 01 C8 12 00 2A 0A 00 1C 16 00 19 A7 00 15 AA 00 0A F0 00 08 C0 04 00 05 00 8E
2025-10-26 17:42:43.134,29,0,0,1574147,11534835,25297045,16122058,15335454,AA AA 20 02 1D 83 18 05 03 B0 01 F3 AF 00 0E D3 00 87 B5 00 9B 41 00 2F 15 00 11 D5 00 0D 33 04 00 05 00 7E
2025-10-26 17:42:44.108,29,0,0,1573244,9240643,7209141,9109561,22151187,AA AA 20 02 1D 83 18 01 7C 8D 00 43 32 00 79 3C 00 3C 32 00 14 59 00 25 B2 00 0B A0 00 08 5F 04 00 05 00 44
2025-10-26 17:42:45.099,29,0,0,1576528,14942432,23724151,25755803,9109534,AA AA 20 02 1D 83 18 0E 50 E4 00 E0 EF 00 3C 7B 00 3B E9 00 72 A0 00 29 55 00 17 36 00 07 D8 04 00 05 00 94
2025-10-26 17:42:46.088,29,0,0,1573769,15401023,11141148,23199768,25886729,AA AA 20 02 1D 83 18 03 89 EB 00 3F 0E 00 06 9C 00 16 B3 00 0F AF 00 09 E8 00 05 A3 00 04 D2 04 00 05 00 E0
2025-10-26 17:42:47.078,29,0,0,1573316,15925587,24903797,19464295,16777241,AA AA 20 02 1D 83 18 01 C4 F3 01 53 DC 00 55 A0 00 20 F4 00 38 35 00 2F 14 00 0D EC 00 0C 70 04 00 05 00 26
2025-10-26 17:42:48.138,29,0,0,1573174,11796638,25034809,19791950,15794202,AA AA 20 02 1D 83 18 01 36 B4 00 9E 85 00 27 F9 00 12 7C 00 1C B2 00 32 31 00 11 C0 00 09 B2 04 00 05 00 C3
2025-10-26 17:42:49.103,0,0,0,1573039,1179805,19202187,8061048,9961488,AA AA 20 02 00 83 18 00 AF 12 00 9D DD 00 49 48 00 42 0C 00 3B 6F 00 3D 32 00 08 66 00 08 59 04 00 05 00 57
2025-10-26 17:42:50.093,0,0,0,1573108,4915249,21299267,21168160,8650771,AA AA 20 02 00 83 18 00 F4 4B 00 31 9B 00 18 AA 00 2B F1 00 0F 52 00 11 68 00 09 1C 00 0A 09 04 00 05 00 5E
2025-10-26 17:42:51.084,0,0,0,1573062,10289332,25755856,8323162,10944530,AA AA 20 02 00 83 18 00 C6 9D 00 B4 E5 00 9A A4 00 36 78 00 43 07 00 17 1F 00 09 88 00 09 F8 04 00 05 00 5F
2025-10-26 17:42:52.088,0,43,54,1572954,1114253,19923288,8257641,5832721,AA AA 20 02 00 83 18 00 5A 11 00 8D 53 01 28 DD 00 30 30 00 2E 4E 00 3B 51 00 08 08 00 09 A3 04 2B 05 36 83
2025-10-26 17:42:53.062,0,40,70,1573019,3080344,8388918,12714055,10747924,AA AA 20 02 00 83 18 00 9B 2F 00 98 24 00 24 5C 01 12 7E 00 27 44 00 20 0A 00 0A 9A 00 0A A0 04 28 05 46 71
2025-10-26 17:42:54.113,0,48,69,1572961,14680200,12452005,21102707,8388626,AA AA 20 02 00 83 18 00 61 E0 00 88 BC 00 14 02 00 91 99 00 43 A9 00 30 26 00 0E 5A 00 04 27 04 30 05 45 4A
2025-10-26 17:42:55.088,0,41,63,1572909,4849990,11206872,12124234,23396371,AA AA 20 02 00 83 18 00 2D 4A 01 46 9B 00 58 10 00 80 2F 00 29 8A 00 21 C0 00 0F A5 00 04 C5 04 29 05 3F 70
2025-10-26 17:42:56.079,0,34,57,1572948,13238536,10289440,21692464,17039391,AA AA 20 02 00 83 18 00 54 CA 01 08 29 00 32 74 00 EE B7 00 0B 94 00 25 38 00 12 CC 00 0D 97 04 22 05 39 E5
2025-10-26 17:42:57.068,0,44,37,1572895,8192172,21495979,2883676,15073320,AA AA 20 02 00 83 18 00 1F 7D 00 AC 9A 00 34 AE 00 77 0D 00 2B 1F 00 31 42 00 1F A4 00 09 7A 04 2C 05 25 BD
2025-10-26 17:42:58.058,0,41,61,1572973,786477,2425093,16580702,21495822,AA AA 20 02 00 83 18 00 6D 0C 00 2D 12 00 64 13 00 A1 88 00 39 75 00 25 D5 00 09 73 00 05 21 04 29 05 3D 51
2025-10-26 17:42:59.048,0,57,66,1573723,655394,12320805,18022422,11534341,AA AA 20 02 00 83 18 03 5B 0A 00 22 24 00 08 98 00 1D 74 00 0A 9F 00 0C 82 00 04 2E 00 01 BC 04 39 05 42 D9
2025-10-26 17:43:00.039,0,48,38,1573050,5308788,1245308,16449599,18546713,AA AA 20 02 00 83 18 00 BA 51 01 74 0D 00 5A 06 00 22 E3 00 2B 18 00 14 AA 00 0E 71 00 0B A2 04 30 05 26 E4
2025-10-26 17:43:01.073,0,41,66,1572937,9437252,18284966,9044114,10944543,AA AA 20 02 00 83 18 00 49 90 00 44 23 01 16 F4 00 90 3E 00 61 4C 00 31 65 00 17 42 00 08 A9 04 29 05 42 88
2025-10-26 17:43:02.065,0,29,47,1573032,5570801,12124411,12976201,13434906,AA AA 20 02 00 83 18 00 A8 55 00 F1 68 00 5A 51 00 A1 8D 00 26 39 00 23 2C 00 14 A1 00 06 82 04 1D 05 2F F3
2025-10-26 17:43:03.053,0,11,30,1572990,15598058,8585420,9568386,16646165,AA AA 20 02 00 83 18 00 7E EE 01 EA 4A 00 4E 39 00 7E 0B 00 5F 87 00 23 21 00 0B DD 00 0A 2E 04 0B 05 1E 35
2025-10-26 17:43:04.043,0,26,67,1573230,10747983,18415824,11141181,11468821,AA AA 20 02 00 83 18 01 6E A4 00 4F BD 00 64 5C 00 6C 1F 00 21 8B 00 1C 26 00 10 89 00 05 F9 04 1A 05 43 0D
2025-10-26 17:43:05.036,0,29,43,1572956,10944687,13697174,26476596,27066395,AA AA 20 02 00 83 18 00 5C A7 00 AF C9 00 0A 08 00 8C CC 00 10 C8 00 24 C5 00 0F D8 00 0C A7 04 1D 05 2B D1
2025-10-26 17:43:06.024,0,43,34,1572903,1638542,22216819,17236033,8978457,AA AA 20 02 00 83 18 00 27 19 00 8E E9 00 33 6A 00 40 A0 00 12 67 00 2F 62 00 12 27 00 07 A0 04 2B 05 22 EE
2025-10-26 17:43:07.013,0,44,51,1573107,12189881,15991015,16842864,17694734,AA AA 20 02 00 83 18 00 F3 BA 00 B9 6E 00 77 86 00 70 1C 00 58 E5 00 18 DE 00 09 30 00 05 63 04 2C 05 33 C9
2025-10-26 17:43:08.050,0,29,34,1572941,1442166,19464467,13238327,19726357,AA AA 20 02 00 83 18 00 4D 16 01 76 F2 00 68 37 00 AB 52 00 1F 78 00 18 39 00 0B F4 00 0A F6 04 1D 05 22 CB
2025-10-26 17:43:09.039,0,30,44,1572963,2162773,12452005,10616891,21692432,AA AA 20 02 00 83 18 00 63 21 00 55 52 00 78 6C 00 2D 53 00 19 4F 00 22 B5 00 0A 96 00 06 AF 04 1E 05 2C EC
2025-10-26 17:43:10.029,0,27,50,1572961,1179852,9109701,14745669,19267631,AA AA 20 02 00 83 18 00 61 12 00 CC 52 00 7F 39 00 46 39 00 15 A8 00 30 2E 00 1D F8 00 12 B0 04 1B 05 32 52
2025-10-26 17:43:11.018,0,40,30,1573200,1441903,9895985,13762594,3342342,AA AA 20 02 00 83 18 01 50 16 00 6F 80 00 1D 17 00 14 92 00 10 40 00 12 2E 00 06 05 00 00 D1 04 28 05 1E 77
2025-10-26 17:43:12.013,0,63,14,1574066,15532221,21692478,18743380,10223652,AA AA 20 02 00 83 18 04 B2 ED 00 BD CB 00 04 80 00 3A B4 00 30 6A 00 24 32 00 1F 6A 00 05 FE 04 3F 05 0E F3
2025-10-26 17:43:13.012,0,50,1,1573067,3801550,16253115,15335549,22544437,AA AA 20 02 00 83 18 00 CB 3A 01 CE 05 00 8A F3 00 31 5F 00 53 8B 00 2A A9 00 2B AF 00 0A 1F 04 32 05 01 8C
2025-10-26 17:43:13.988,0,51,1,1573101,4653392,27197527,20185200,17563673,AA AA 20 02 00 83 18 00 ED 47 01 50 FC 00 19 A3 00 3E B6 00 35 7E 00 3B 2E 00 0A DE 00 0F AD 04 33 05 01 34
2025-10-26 17:43:15.024,0,38,11,1573377,15466548,12058739,20578320,10747909,AA AA 20 02 00 83 18 02 01 EC 00 34 40 00 3E 78 00 35 5E 00 08 DC 00 08 7A 00 04 2A 00 01 8C 04 26 05 0B 5B
2025-10-26 17:43:16.015,0,27,26,1573063,3276925,12320863,15532107,27394062,AA AA 20 02 00 83 18 00 C7 32 00 7D 99 00 51 23 00 0E CE 00 3A 1F 00 11 A4 00 09 FE 00 05 E3 04 1B 05 1A C8
2025-10-26 17:43:17.004,0,50,57,1573512,10092577,15990930,23003213,7536669,AA AA 20 02 00 83 18 02 88 9A 00 21 8F 00 37 65 00 5B A0 00 24 BF 00 29 2D 00 10 46 00 0D D0 04 32 05 39 17
2025-10-26 17:43:17.993,0,47,63,1579513,1638817,15401089,17629288,13434912,AA AA 20 02 00 83 18 19 F9 19 01 A1 50 00 5E 9B 00 23 62 00 30 AB 00 38 0A 00 15 C3 00 0B 4F 04 2F 05 3F 01
2025-10-26 17:43:18.969,0,69,30,1573161,7340106,28770353,8257630,17694747,AA AA 20 02 00 83 18 01 29 70 00 4A E4 00 15 D3 00 1C 07 00 44 77 00 1A EE 00 13 20 00 08 39 04 45 05 1E EC
2025-10-26 17:43:19.959,0,75,43,1573580,16711805,4128930,15728701,9830418,AA AA 20 02 00 83 18 02 CC FF 00 7D 36 00 9E 09 00 04 1B 00 21 D5 00 1C 13 00 09 83 00 09 ED 04 4B 05 2B F6
2025-10-26 17:43:20.949,0,47,47,1574306,4653224,29163845,16777254,11075604,AA AA 20 02 00 83 18 05 A2 47 00 A8 DC 00 C5 E1 00 80 46 00 0D BA 00 19 1D 00 06 8C 00 0E 3F 04 2F 05 2F 41
2025-10-26 17:43:21.998,0,48,69,1573130,852100,25624759,23199830,10616853,AA AA 20 02 00 83 18 01 0A 0D 00 84 D9 00 34 AE 00 83 82 00 36 E0 00 20 79 00 0B 29 00 0A F4 04 30 05 45 A7
2025-10-26 17:43:22.990,0,29,90,1573406,16449690,25428157,13828141,20185108,AA AA 20 02 00 83 18 02 1E FB 00 9A C3 00 56 C1 00 67 12 00 16 C1 00 17 6A 00 0F CA 00 05 92 04 1D 05 5A 12
2025-10-26 17:43:23.978,0,20,100,1574821,2818178,4850074,18415693,11141147,AA AA 20 02 00 83 18 07 A5 2B 00 82 49 00 C7 01 00 D3 BF 00 2A 5A 00 23 7A 00 10 30 00 0B 4F 04 14 05 64 2A
2025-10-26 17:43:24.954,0,4,100,1573028,9109611,19726634,16449620,12714006,AA AA 20 02 00 83 18 00 A4 8B 00 6B D9 00 72 54 00 B8 67 00 3A 94 00 1A 9E 00 0E 24 00 08 04 04 1A 05 64 BF
2025-10-26 17:43:25.944,0,35,100,1573111,16384161,12452052,21364834,14417942,AA AA 20 02 00 83 18 00 F7 FA 00 A1 39 00 3F 85 00 95 ED 00 1E 59 00 44 18 00 12 C4 00 04 28 04 23 05 64 EC
2025-10-26 17:43:26.934,0,44,97,1573190,8519831,11206843,12845114,15728673,AA AA 20 02 00 83 18 01 46 82 00 97 6C 00 50 3F 00 6B 16 00 13 AE 00 27 20 00 12 D0 00 0F 35 04 2C 05 61 C2
2025-10-26 17:43:27.924,0,57,70,1572926,11534607,13238410,27066443,18284557,AA AA 20 02 00 83 18 00 3E B0 01 0F 00 00 32 CA 00 58 F8 00 16 A5 00 35 3A 00 08 DD 00 05 34 04 39 05 46 48
2025-10-26 17:43:28.973,0,66,75,1572943,5374055,19071271,14745665,15138836,AA AA 20 02 00 83 18 00 4F 52 00 67 9A 00 B7 89 00 70 8B 00 15 56 00 2C B2 00 08 35 00 0C AD 04 42 05 4B B0
2025-10-26 17:43:29.963,0,57,77,1572968,6684777,28049541,21037119,12058638,AA AA 20 02 00 83 18 00 68 66 00 69 B1 00 68 FB 00 1D B0 00 20 91 00 1F 68 00 0A 50 00 04 9B 04 39 05 4D 8A
2025-10-26 17:43:30.939,0,70,78,1572924,16384085,12451988,19005529,27721740,AA AA 20 02 00 83 18 00 3C FA 00 55 58 00 4D 66 00 47 C3 00 21 5F 00 38 C2 00 07 E5 00 05 D3 04 46 05 4E E7
2025-10-26 17:43:31.930,0,70,87,1573097,11665488,5636194,9175093,12124181,AA AA 20 02 00 83 18 00 E9 B2 00 50 33 00 0B 23 00 57 41 00 1C 4B 00 19 02 00 0F B7 00 06 59 04 46 05 57 31
2025-10-26 17:43:32.918,0,67,61,1573175,3604928,32309516,16973954,16121879,AA AA 20 02 00 83 18 01 37 37 01 C0 FF 00 C3 EE 00 49 39 00 45 CA 00 3D 08 00 13 EE 00 04 42 04 43 05 3D DC
2025-10-26 17:43:33.908,0,51,35,1573424,12386498,21102616,22806548,5505041,AA AA 20 02 00 83 18 02 30 BD 00 C2 EE 00 0B 54 00 0D EF 00 0A 6D 00 0A 0C 00 10 48 00 01 91 04 33 05 23 92
2025-10-26 17:43:34.898,0,16,35,1573163,13107753,18350625,17105019,16121903,AA AA 20 02 00 83 18 01 2B C8 02 29 EF 00 83 29 01 9E 68 00 54 9D 00 27 5C 00 20 9A 00 0F C6 04 10 05 23 62
2025-10-26 17:43:35.949,0,1,35,1573168,10420756,12517714,12451941,17432607,AA AA 20 02 00 83 18 01 30 9F 02 14 0F 00 5F B0 00 F3 44 00 3D 7A 00 28 CE 00 1B 3C 00 04 D6 04 01 05 23 1C
2025-10-26 17:43:36.923,0,4,56,1573487,16580698,27263233,9568363,19857475,AA AA 20 02 00 83 18 02 6F FD 00 5A C0 00 4E E0 00 B3 4E 00 42 44 00 29 E5 00 33 4A 00 10 AE 04 04 05 38 97
2025-10-26 17:43:37.914,0,23,81,1572918,983242,19071212,15073444,4849689,AA AA 20 02 00 83 18 00 36 0F 00 CA 2D 00 9C F6 00 50 56 00 6B 90 00 39 45 00 13 05 00 06 5C 04 17 05 51 8A
2025-10-26 17:43:38.903,0,41,77,1573020,11534621,26935505,21626956,10944526,AA AA 20 02 00 83 18 00 9C B0 01 1D F0 00 3A AB 00 97 98 00 19 B2 00 33 95 00 0B 12 00 03 2C 04 29 05 4D 96
2025-10-26 17:43:39.894,0,51,57,1573948,13631918,2949208,20906080,5963803,AA AA 20 02 00 83 18 04 3C D0 01 AE 19 00 42 14 00 16 A5 00 30 9A 00 30 26 00 0D 35 00 0E 4D 04 33 05 39 47
2025-10-26 17:43:40.884,0,50,23,1574067,9109585,18481165,19333140,26607619,AA AA 20 02 00 83 18 04 B3 8B 00 51 D5 00 0A 45 00 03 41 00 0A E6 00 0A DA 00 02 BC 00 01 59 04 32 05 17 29
2025-10-26 17:43:41.874,0,43,23,1573427,3866807,24314040,24576072,14483475,AA AA 20 02 00 83 18 02 33 3B 00 B7 ED 00 3D 86 00 7B BB 00 27 BC 00 21 4F 00 08 8E 00 0B 07 04 2B 05 17 0F
2025-10-26 17:43:42.908,0,41,27,1573346,10682519,21954743,18219074,14090257,AA AA 20 02 00 83 18 01 E2 A3 00 97 57 00 88 F8 00 2F 9A 00 26 7C 00 1C 96 00 0C 41 00 05 D0 04 29 05 1B E2
2025-10-26 17:43:43.898,0,34,34,1573360,13828402,11534414,18677810,12845089,AA AA 20 02 00 83 18 01 F0 D3 01 32 5D 00 34 53 00 1A BD 00 1D 60 00 15 1A 00 12 AA 00 0F 60 04 22 05 22 8C
2025-10-26 17:43:44.888,0,20,64,1573153,2228475,21102984,14614618,22872094,AA AA 20 02 00 83 18 01 21 22 00 FB A5 00 09 9D 01 7F 4F 00 38 90 00 22 89 00 19 D4 00 05 62 04 14 05 40 E5
2025-10-26 17:43:45.879,0,4,67,1576825,13107423,18415837,14811185,6750228,AA AA 20 02 00 83 18 0F 79 C8 00 DF 55 00 25 C4 00 B8 E1 00 21 01 00 10 0F 00 0C 58 00 08 E7 04 04 05 43 78
2025-10-26 17:43:46.869,0,1,63,1573100,15925590,23331070,12386358,16580640,AA AA 20 02 00 83 18 00 EC F3 01 56 CE 00 6C 96 00 92 6F 00 1A 4E 00 1C A6 00 15 57 00 0B 46 04 01 05 3F 2B
2025-10-26 17:43:47.859,0,20,80,1573222,10354845,16842913,29032573,24248342,AA AA 20 02 00 83 18 01 66 9E 00 9D 68 00 72 99 00 2F CB 00 38 F0 00 45 89 00 0F E9 00 07 89 04 14 05 50 68
2025-10-26 17:43:48.848,0,27,66,1574453,14614754,13172892,14811203,9240587,AA AA 20 02 00 83 18 06 35 DF 00 E2 73 00 1E 56 00 7E 6E 00 26 74 00 1D 66 00 06 27 00 05 1F 04 1B 05 42 BF
2025-10-26 17:43:49.884,0,47,80,1573000,4587601,19595517,26279988,17760273,AA AA 20 02 00 83 18 00 88 46 00 51 84 00 31 A7 00 CC C8 00 0B C9 00 29 37 00 0C D8 00 05 E1 04 2F 05 50 CD
2025-10-26 17:43:50.874,0,70,66,1574022,11141302,19923009,24182848,15990809,AA AA 20 02 00 83 18 04 86 AA 00 B6 65 00 17 CB 00 2A F2 00 10 7F 00 30 8D 00 0F 67 00 0A 44 04 46 05 42 74
2025-10-26 17:43:51.866,0,48,66,1573607,9764971,6488148,17760300,12517383,AA AA 20 02 00 83 18 02 E7 95 00 6B 00 00 32 63 00 22 69 00 22 A6 00 0A AB 00 05 14 00 02 4D 04 30 05 42 F9
2025-10-26 17:43:52.853,0,64,74,1573016,6619265,20381878,12320861,32636962,AA AA 20 02 00 83 18 00 98 65 00 81 9B 00 A4 9C 00 12 A9 00 17 13 00 46 FC 00 1B F6 00 07 87 04 40 05 4A B0
2025-10-26 17:43:53.843,0,53,53,1574951,13239089,2294235,13959300,18939980,AA AA 20 02 00 83 18 08 27 CA 03 31 00 01 3B 23 00 A0 4E 00 31 87 00 53 CD 00 34 54 00 18 18 04 35 05 35 E5
2025-10-26 17:43:54.832,0,27,77,1573326,11141302,17629440,32899124,7012430,AA AA 20 02 00 83 18 01 CE AA 00 B6 B2 00 76 5B 00 8A FF 00 21 F7 00 13 55 00 35 16 00 19 FE 04 1B 05 4D D4
2025-10-26 17:43:55.869,0,44,69,1573095,4128990,20971629,14942273,8912905,AA AA 20 02 00 83 18 00 E7 3F 00 DE D3 00 3A 6D 00 33 73 00 10 71 00 31 3B 00 07 4D 00 02 AC 04 2C 05 45 D5
2025-10-26 17:43:56.858,0,35,64,1573362,10223812,31785152,27132025,20512794,AA AA 20 02 00 83 18 01 F2 9C 00 C4 E9 00 9F FC 00 21 B2 00 42 EC 00 37 56 00 13 E3 00 07 BD 04 23 05 40 D7
2025-10-26 17:43:57.849,0,48,80,1572947,1310799,18153661,19071034,9371697,AA AA 20 02 00 83 18 00 53 14 00 4F D6 00 22 3F 00 9B 7E 00 15 A5 00 25 39 00 1E 56 00 13 39 04 30 05 50 FB
2025-10-26 17:43:58.838,0,84,69,1572991,458835,11272347,19071116,21037077,AA AA 20 02 00 83 18 00 7F 07 00 53 4C 00 1F 60 00 7C 2B 00 25 F8 00 67 99 00 11 A8 00 04 62 04 54 05 45 39
2025-10-26 17:43:59.813,0,81,78,1573078,8323223,25362616,9109651,14417951,AA AA 20 02 00 83 18 00 D6 7F 00 97 F2 00 6E 91 00 4A 71 00 65 1A 00 2E 47 00 16 95 00 09 6A 04 51 05 4E 10
2025-10-26 17:44:00.803,0,70,69,1572951,14876940,10354837,20578419,21954580,AA AA 20 02 00 83 18 00 57 E3 01 0C 94 00 2A 0A 00 6B EE 00 50 4C 00 23 CF 00 08 80 00 0C F5 04 46 05 45 4F
2025-10-26 17:44:01.793,0,80,54,1573080,5505209,29425785,21758045,21430289,AA AA 20 02 00 83 18 00 D8 54 00 B9 FF 00 1D C2 00 5C 72 00 13 DA 00 4A 5C 00 0A EB 00 07 BC 04 50 05 36 F7
